,headline,source,date
31,"Kious Kelly, a Nurse in the Covid Fight, Dies at 48",The New York Times,2020-03-31T19:31:55+0000
32,"Covid-19 Changed How the World Does Science, Together",The New York Times,2020-04-01T09:00:28+0000
33,Coronavirus Doesn’t Care Where You Come From. Trump Still Does.,The New York Times,2020-03-31T23:16:55+0000
34,"Weekly Health Quiz: Coronavirus, Running and Comfort Foods",The New York Times,2020-04-17T09:00:01+0000
35,"‘This Is Only Halftime,’ Cuomo Says of New York State’s Fight Against Coronavirus",AP,2020-04-19T15:52:40+0000
36,"Obesity Linked to Severe Coronavirus Disease, Especially for Younger Patients",The New York Times,2020-04-16T16:10:22+0000
37,Will 2020 Be the Year That Medicine Was Saved?,The New York Times,2020-04-14T19:00:10+0000
38,Fighting Coronavirus Means I Haven’t Seen My Kids for a Month,The New York Times,2020-04-15T15:41:07+0000
39,An Unproven Vaccine Is Too Risky,The New York Times,2020-04-16T09:00:20+0000
40,Millions of Children Are at Risk for Measles as Coronavirus Fears Halt Vaccines,The New York Times,2020-04-14T00:07:57+0000
41,Dozens of Performers Join Global Concert to Celebrate Coronavirus Workers,The New York Times,2020-04-18T22:47:33+0000
42,Managing Coronavirus Fears,The New York Times,2020-04-13T09:00:10+0000
43,When Coronavirus Care Gets Lost in Translation,The New York Times,2020-04-17T12:41:52+0000
44,"UnitedHealth Reports Profit, Citing Falling Demand for Elective Care",The New York Times,2020-04-15T20:42:30+0000
45,"Bill Gates, at Odds With Trump on Virus, Becomes a Right-Wing Target",The New York Times,2020-04-17T07:30:11+0000
46,"An Overlooked, Possibly Fatal Coronavirus Crisis: A Dire Need for Kidney Dialysis",The New York Times,2020-04-18T17:43:50+0000
47,How Democracy Won the World’s First Coronavirus Election,The New York Times,2020-04-16T09:01:07+0000
48,Does China’s Propaganda Work?,The New York Times,2020-04-16T05:00:08+0000
49,Fears of Ventilator Shortage Unleash a Wave of Innovations,The New York Times,2020-04-17T17:19:17+0000
50,Fears of Ventilator Shortage Unleash a Wave of Innovations,The New York Times,2020-04-17T17:19:17+0000
51,Counting Bodies and Pointing Fingers as Spain Tallies Coronavirus Dead,The New York Times,2020-04-16T09:29:01+0000
52,Trump’s Deadly Search for a Scapegoat,The New York Times,2020-04-15T15:17:42+0000
53,Pregnant in the Coronavirus Epicenter,The New York Times,2020-04-12T09:01:13+0000
54,The Coronavirus Has Put Tennis on Hold. Will Its Spirit Play On?,The New York Times,2020-04-18T15:00:06+0000
55,Think This Pandemic Is Bad? We Have Another Crisis Coming,The New York Times,2020-04-15T09:00:20+0000
56,A Prescription for Reviving the Economy,The New York Times,2020-04-17T11:02:46+0000
57,‘Something Is Going to Explode’: When Coronavirus Strikes a Prison,The New York Times,2020-04-18T17:31:47+0000
58,Are Face Masks the New Condoms?,The New York Times,2020-04-18T09:00:15+0000
59,No Respite in Yemen War a Week After Saudi Cease-Fire Announced,The New York Times,2020-04-16T19:25:43+0000
60,"N.Y.C. Death Toll Soars Past 10,000 in Revised Virus Count",The New York Times,2020-04-14T20:15:08+0000
61,Bernie Sanders: The Foundations of American Society Are Failing Us,The New York Times,2020-04-19T15:00:08+0000
62,The One Kind of Distancing We Can’t Afford,The New York Times,2020-04-12T23:00:06+0000
63,"When Duty Calls, and Menaces",The New York Times,2020-04-17T17:55:32+0000
64,Recovered From Coronavirus? Here’s How You Can Help,The New York Times,2020-04-12T19:51:14+0000
65,Newsom: ‘We’re Not Out of The Woods Yet’,The New York Times,2020-04-15T13:01:51+0000
66,Why Is Trump Gutting Regulations That Save Lives?,The New York Times,2020-04-17T09:00:16+0000
67,People Are Dying and All Britain Can Talk About Is Boris Johnson,The New York Times,2020-04-16T05:00:07+0000
68,Falwell Focuses on Critics as Coronavirus Cases Near His University Grow,The New York Times,2020-04-16T12:15:13+0000
69,I’m an E.R. Doctor in New York. None of Us Will Ever Be the Same.,The New York Times,2020-04-14T09:00:49+0000
70,I’m an E.R. Doctor in New York. None of Us Will Ever Be the Same.,The New York Times,2020-04-14T09:00:49+0000
71,Someone Has Died. That’s When Their Job Begins.,The New York Times,2020-04-16T19:28:08+0000
72,What Are Your Favorite Pandemic Reads?,The New York Times,2020-04-17T21:10:48+0000
73,The Way We Ration Ventilators Is Biased,The New York Times,2020-04-16T01:07:57+0000
74,Will the Coronavirus Delay My Cancer Surgery?,The New York Times,2020-04-15T09:00:15+0000
75,How San Francisco’s Chinatown Got Ahead of the Coronavirus,The New York Times,2020-04-17T13:09:58+0000
76,Who Is Immune to the Coronavirus?,The New York Times,2020-04-13T09:01:12+0000
77,What Doctors on the Front Lines Wish They’d Known a Month Ago,The New York Times,2020-04-14T09:00:40+0000
78,"In Pandemic, a Remote Russian Region Orders a Lockdown — on Information",The New York Times,2020-04-19T22:56:10+0000
79,"‘This Is Mayhem,’ Cuomo Says of Federal Response to Coronavirus",Reuters,2020-04-17T15:11:40+0000
80,"‘This Is Mayhem,’ Cuomo Says of Federal Response to Coronavirus",Reuters,2020-04-17T15:11:40+0000
81,The Story of Remdesivir,The New York Times,2020-04-18T00:18:29+0000
82,The Huge Cost of Waiting to Contain the Pandemic,The New York Times,2020-04-14T09:00:56+0000
83,The Impending Mass Grave Across the Border From Texas,The New York Times,2020-04-12T19:00:13+0000
84,Life and Death in the ‘Hot Zone’,The New York Times,2020-04-11T14:57:51+0000
85,"‘We Will All Die One Day,’ My President Said",The New York Times,2020-04-14T19:00:07+0000
86,"‘We Have to Take This Seriously,’ Whitmer Says of Coronavirus Plans",Reuters,2020-04-17T18:32:00+0000
87,Who Is Likely to Become Unemployed?,The New York Times,2020-04-16T13:00:16+0000
88,Bogus Vaccines. Fake Testing Sites. Virus Frauds Are Flourishing.,The New York Times,2020-04-17T13:00:07+0000
89,"Sailor on Roosevelt, Whose Captain Pleaded for Help, Dies From Coronavirus",The New York Times,2020-04-13T21:39:14+0000
90,"Starve the Beast, Feed the Depression",The New York Times,2020-04-16T21:30:07+0000
91,Virginia Nursing Home Had Plenty of Coronavirus Patients but Few Tests,The New York Times,2020-04-16T01:30:20+0000
92,When Older Relatives Shrug at Coronavirus Restrictions,The New York Times,2020-04-15T19:00:05+0000
93,A Tale of Two Possible Recoveries,The New York Times,2020-04-16T15:07:07+0000
94,Republicans Don’t Want to Save Jobs,The New York Times,2020-04-13T22:15:07+0000
95,How an Invisible Foe Slipped Aboard a French Navy Ship,The New York Times,2020-04-19T14:30:12+0000
96,Trump Is Asking Us to Play Russian Roulette With Our Lives,The New York Times,2020-04-18T20:43:50+0000
97,Essence Festival Canceled in New Orleans,The New York Times,2020-04-16T00:38:04+0000
98,Supreme Court Asked to Suspend Wealth Test for Green Cards in Light of Virus,The New York Times,2020-04-13T21:59:44+0000
99,My Friends Should Let Health Care Workers Stay in Their Empty Apartments. Right?,The New York Times,2020-04-16T13:00:04+0000
100,Texas Protesters Condemn Stay-at-Home Orders,AP,2020-04-18T21:07:04+0000
101,24 Hours Inside a Brooklyn Hospital,The New York Times,2020-04-15T09:57:43+0000
102,Zoom Shivas and Prayer Hotlines: Ultra-Orthodox Jewish Traditions Upended by Coronavirus,The New York Times,2020-04-16T18:35:08+0000
103,50 Million Kids Can’t Attend School. What Happens to Them?,The New York Times,2020-04-16T09:00:17+0000
104,Don’t Mention the Virus! And Other Marketing Tips,The New York Times,2020-04-19T09:00:12+0000
105,Coronavirus Briefing: What Happened Today,The New York Times,2020-04-16T23:41:45+0000
106,"Raymond Copeland, Sanitation Worker Who Hit His Stride, Dies at 46",The New York Times,2020-04-17T15:01:02+0000
107,Franklin Graham Says He Is Being Harassed Over Central Park Hospital,The New York Times,2020-04-14T22:44:26+0000
108,Trump Foments Protests Against Governors; Experts Warn of Testing Shortages,The New York Times,2020-04-17T09:02:42+0000
109,"Fernando Miteff, 60, Graffiti Artist With a Generous Spirit, Dies",The New York Times,2020-04-17T15:48:25+0000
110,Will There Be More Coronavirus Stimulus Checks?,The New York Times,2020-04-16T22:00:06+0000
111,How Can It Happen Here? The Shocking Deaths in Canada’s Long-Term Care Homes,The New York Times,2020-04-17T21:45:39+0000
112,"Under Fire, Live Nation Outlines New Ticket Refund Plan",The New York Times,2020-04-17T22:36:58+0000
113,Spain’s Lethal Secret: We Didn’t Have ‘the Best Health Care in the World’,The New York Times,2020-04-13T19:00:08+0000
114,Trump Halts W.H.O. Funding Amid Coronavirus Pandemic,AP,2020-04-15T00:12:38+0000
115,Trump Threatens to Adjourn Congress to Install Nominees. McConnell Demurs.,The New York Times,2020-04-16T01:00:52+0000
116,Illinois Seeks a Bailout From Congress for Pensions and Cities,The New York Times,2020-04-18T00:03:36+0000
117,‘You Could Lick the Benches’: Life for the First Wave of U.S. Survivors,The New York Times,2020-04-11T09:00:28+0000
118,Testing Falls Woefully Short as Trump Seeks an End to Stay-at-Home Orders,The New York Times,2020-04-16T00:39:35+0000
119,Bail Someone Out of Jail Today,The New York Times,2020-04-14T18:57:46+0000
120,Bail Someone Out of Jail Today,The New York Times,2020-04-14T18:57:46+0000
121,"Answering Kids’ Questions About the Coronavirus, in Free Picture Books",The New York Times,2020-04-14T17:48:17+0000
122,"The Global Coronavirus Crisis Is Poised to Get Much, Much Worse",The New York Times,2020-04-13T23:27:44+0000
123,"Albert K. Webster, Who Built Up the New York Philharmonic, Dies at 82",The New York Times,2020-04-14T20:24:42+0000
124,He Beat Coronavirus. Now His Blood May Help Save Lives.,The New York Times,2020-04-11T09:00:18+0000
125,Does Gavin Newsom Have the Grit to Take On the Coronavirus?,The New York Times,2020-04-19T15:00:07+0000
126,"Urged On by Conservatives and His Own Advisers, Trump Targeted the W.H.O.",The New York Times,2020-04-15T23:59:36+0000
127,Are Friendships Breaking Up Over Social Distancing?,The New York Times,2020-04-17T14:05:02+0000
128,The Coronavirus in America: The Year Ahead,The New York Times,2020-04-18T16:55:38+0000
129,Coronavirus Cases at D.C. Whole Foods Highlight Risks Facing Grocery Workers,The New York Times,2020-04-15T21:21:15+0000
130,29 Dead at One Nursing Home From the Virus. Or More. No One Will Say.,The New York Times,2020-04-16T23:09:04+0000
131,Furloughs and Pay Cuts Hit The Los Angeles Times,The New York Times,2020-04-14T20:37:43+0000
132,I Used to Run the C.D.C. Here’s What It Can Do to Slow This Pandemic.,The New York Times,2020-04-12T15:00:07+0000
133,Treating Coronavirus in a Central Park ‘Hot Zone’,The New York Times,2020-04-15T09:00:42+0000
134,How a Premier U.S. Drug Company Became a Virus ‘Super Spreader’,The New York Times,2020-04-12T21:35:59+0000
135,Concerns of a Coup Stir in Sudan as Capital Braces for a Virus Lockdown,The New York Times,2020-04-17T21:26:27+0000
136,"How Starfish, Snails and Salmon Fight Pandemics",The New York Times,2020-04-17T09:00:13+0000
137,"‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak",AP,2020-04-18T15:21:04+0000
138,Doping Tests Go Virtual. Is It Temporary or a Glimpse of the Future?,The New York Times,2020-04-15T07:00:07+0000
139,It’s the End of the World Economy as We Know It,The New York Times,2020-04-16T07:08:41+0000
140,"Photojournalists Struggle Through the Pandemic, With Masks and Long Lenses",The New York Times,2020-04-15T19:29:43+0000
141,Did You Get Married During the Coronavirus Pandemic?,The New York Times,2020-04-16T13:30:43+0000
142,Cuomo Announces Executive Order on Face Coverings in Public,Reuters,2020-04-15T14:55:10+0000
143,The News Is Making People Anxious. You’ll Never Believe What They’re Reading Instead.,The New York Times,2020-04-14T15:59:11+0000
144,"Coronavirus Live Updates: Trump, Facing Criticism, Says He Will Increase Swab Production",The New York Times,2020-04-19T09:00:25+0000
145,Let’s Play by Our Own Rules in the Pandemic,The New York Times,2020-04-18T19:00:09+0000
146,"Israel Sauz, Gas-Station Worker and New Father, Dies at 22",The New York Times,2020-04-13T16:00:05+0000
147,Dozens Test Positive for Coronavirus at Afghan President’s Palace,The New York Times,2020-04-19T19:30:52+0000
148,"For Black Men, Fear That Masks Will Invite Racial Profiling",The New York Times,2020-04-14T15:52:25+0000
149,This Weekend’s Live-Streaming Events: Lady Gaga’s Star-Studded Special and More,The New York Times,2020-04-17T09:00:18+0000
150,A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.,The New York Times,2020-04-18T09:00:07+0000
151,‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors,The New York Times,2020-04-14T09:00:38+0000
152,Remembering Tim Brooke-Taylor and ‘The Goodies’,The New York Times,2020-04-17T04:01:53+0000
153,The Ideas That Won’t Survive the Coronavirus,The New York Times,2020-04-10T09:00:10+0000
154,Where the Very Rich Fly to Hide,The New York Times,2020-04-15T15:00:07+0000
155,Pharmaceutical Profits and Public Health Are Not Incompatible,The New York Times,2020-04-08T09:00:19+0000
156,"After Anonymous Tip, 17 Bodies Found at Nursing Home Hit by Virus",The New York Times,2020-04-16T00:23:05+0000
157,Why Trump’s Threat to Adjourn Congress Is Dubious,The New York Times,2020-04-16T19:51:13+0000
158,"‘The Worst Is Over,’ Cuomo Says Cautiously of Coronavirus Spread",Reuters,2020-04-13T15:15:48+0000
159,M.L.B. Employees Become the Subjects of a Huge Coronavirus Study,The New York Times,2020-04-15T04:57:18+0000
160,Germany Starts Broad Antibody Testing to Assess Spread of Coronavirus; Israel Relaxes Restrictions,The New York Times,2020-04-18T04:01:31+0000
161,The Dangerous History of Immunoprivilege,The New York Times,2020-04-12T19:00:10+0000
162,U.S. Food Supply Chain Is Strained as Virus Spreads,The New York Times,2020-04-13T22:57:31+0000
163,You’ll Never Guess the Secret Ingredient in This One-Bowl Cake,The New York Times,2020-04-17T17:20:10+0000
164,"N.Y. Got $12,000 Per Virus Case, by One Count. Nebraska Got $379,000.",The New York Times,2020-04-14T19:17:14+0000
165,The Heartbreaking Last Texts of a Hospital Worker on the Front Lines,The New York Times,2020-04-15T09:00:20+0000
166,"Antibody Test, Seen as Key to Reopening Country, Does Not Yet Deliver",The New York Times,2020-04-19T16:18:59+0000
167,Who Gets a Ventilator?,The New York Times,2020-04-14T18:55:03+0000
168,"C.D.C. Labs Were Contaminated, Delaying Coronavirus Testing, Officials Say",The New York Times,2020-04-18T21:58:17+0000
169,‘That Is Not an Accurate Statement’: Cuomo Pushes Back Against Trump,Reuters,2020-04-14T15:10:40+0000
170,‘That Is Not an Accurate Statement’: Cuomo Pushes Back Against Trump,Reuters,2020-04-14T15:10:40+0000
171,"Missing Boston, and a Bus Ride, on Marathon Day",The New York Times,2020-04-19T16:47:23+0000
172,"Disposable N95 Masks Can Be Decontaminated, Researchers Confirm",The New York Times,2020-04-16T16:44:08+0000
173,The Brother Killer,The New York Times,2020-04-12T23:49:05+0000
174,"‘We Can’t Get Ahead of Ourselves,’ Newsom Says of Easing Coronavirus Measures",Reuters,2020-04-14T18:30:58+0000
175,Faces That Can’t Be Forgotten,The New York Times,2020-04-16T22:48:01+0000
176,"He Went to 3 Hospitals. When He Finally Got a Bed, It Was Too Late.",The New York Times,2020-04-19T18:31:11+0000
177,Macron Extends Strict Stay-at-Home Orders,AP,2020-04-13T22:39:21+0000
178,The Rise of the Coronavirus Nature Genre,The New York Times,2020-04-17T14:00:07+0000
179,My Isolation Breaking Point,The New York Times,2020-04-15T09:00:24+0000
180,Trump Calls This Drug a ‘Game Changer.’ Doctors Aren’t So Sure.,The New York Times,2020-04-17T17:05:34+0000
181,Coronavirus Kills 758 in New York but Data Suggest Spread Is Slowing,The New York Times,2020-04-12T12:42:13+0000
182,"Separated From Their Families, Parents Quarantine Apart",The New York Times,2020-04-15T17:22:47+0000
183,‘Which Death Is Going to Be Worse?’ Coronavirus Invades a Conflict Zone,The New York Times,2020-04-13T18:53:02+0000
184,Dallas Homeless Shelter Evacuated After 38 Contract Coronavirus,The New York Times,2020-04-18T00:29:24+0000
185,"‘We Regret the Decision,’ W.H.O. Says of Trump’s Funding Halt",Reuters,2020-04-15T16:55:15+0000
186,Behind the Cover: Italy Hospitals,The New York Times,2020-04-09T14:31:56+0000
187,Where Do You Go for a Walk?,The New York Times,2020-04-16T22:13:27+0000
188,Health Care Funds Held Their Own. But They May Not Be Bargains.,The New York Times,2020-04-17T10:00:11+0000
189,America Can Afford a World-Class Health System. Why Don’t We Have One?,The New York Times,2020-04-14T09:00:35+0000
190,"In N.Y.C., the Coronavirus Is Killing Men at Twice the Rate of Women",The New York Times,2020-04-07T22:29:14+0000
191,"Show Us a Time Before the Pandemic, When Life Felt Normal",The New York Times,2020-04-10T20:56:51+0000
192,Coronavirus Briefing: What Happened Today,The New York Times,2020-04-17T22:52:54+0000
193,W.H.O. Failed to Tell Syrian Kurds of Their First Coronavirus Death: Live Coverage,The New York Times,2020-04-17T04:01:32+0000
194,"You Can’t Go Anywhere, but Ads Still Promise Retreats",The New York Times,2020-04-16T09:00:19+0000
195,Masks of the Upper West Side,The New York Times,2020-04-15T01:19:42+0000
196,Justice Dept. Voices Support for Church’s Drive-in Services Despite Virus Orders,The New York Times,2020-04-14T22:32:35+0000
197,The Market Grapples With Fear and the Timing of a Recovery,The New York Times,2020-04-17T09:00:19+0000
198,"Trump’s Dow-at-30,000 Dream Hurt America",The New York Times,2020-04-17T19:38:09+0000
199,How to Handwash Your Clothes,The New York Times,2020-04-16T09:00:03+0000
200,"Trump’s Dow-at-30,000 Dream Hurt America",The New York Times,2020-04-17T19:38:09+0000
201,She Visited Her Husband Every Day. Then the Visits Stopped.,The New York Times,2020-04-17T09:00:19+0000
202,"Coronavirus Testing Needs to Triple Before the U.S. Can Reopen, Experts Say",The New York Times,2020-04-18T03:35:55+0000
203,How Many People Have Actually Died From Coronavirus in New York?,The New York Times,2020-04-10T07:00:08+0000
204,Man Charged With Trying to Blow Up Jewish Assisted-Living Home,The New York Times,2020-04-17T01:26:06+0000
205,"Cedric Dixon, Towering Detective in Harlem, Dies at 48",The New York Times,2020-04-16T18:41:53+0000
206,Trump Encourages Protest Against Governors Who Have Imposed Virus Restrictions,The New York Times,2020-04-17T23:29:36+0000
207,"Saudi Cup, Won by Maximum Security, Puts Hold on Prize Money",The New York Times,2020-04-13T18:16:45+0000
208,‘Pacing and Praying’: Jailed Youths Seek Release as Virus Spreads,The New York Times,2020-04-14T09:00:40+0000
209,"As Bodies Accumulate, So Do Fears of a High Coronavirus Toll in Ecuador",The New York Times,2020-04-14T21:21:36+0000
210,How Bubonic Plague Has Helped Russia Fight the Coronavirus,The New York Times,2020-04-15T15:33:27+0000
211,Why Are Some People So Much More Infectious Than Others?,The New York Times,2020-04-12T09:00:11+0000
212,"When Life Gives You Quarantine, Plant Potatoes",The New York Times,2020-04-15T09:00:15+0000
213,"‘Corona-Shamed’: George Stephanopoulos, J. Lo — Maybe You?",The New York Times,2020-04-16T20:04:21+0000
214,"Sex and the Coronavirus: Reader Questions, Answered",The New York Times,2020-04-10T09:00:08+0000
215,I Harvest Your Food. Why Isn’t My Health ‘Essential’?,The New York Times,2020-04-15T09:00:37+0000
216,Love Letter: Reunited After a Long-Distance Marriage,The New York Times,2020-04-17T17:30:05+0000
217,Pop Music Faces the Coronavirus in Prime Time,The New York Times,2020-04-19T13:37:59+0000
218,Competitive Marble Racing Finds Fans in a World Missing Sports,The New York Times,2020-04-18T18:31:45+0000
219,Does Widespread Disinfecting Kill the Coronavirus? It’s Under Debate,The New York Times,2020-04-14T20:51:23+0000
220,Impeachment Taught Trump All the Wrong Lessons,The New York Times,2020-04-19T19:00:08+0000
221,Does the Pandemic Have a Purpose?,The New York Times,2020-04-16T19:01:41+0000
222,Who Gets a Ventilator?,The New York Times,2020-04-14T19:00:04+0000
223,Auction Houses Postpone Live Sales and Pivot to Online,The New York Times,2020-04-19T17:28:12+0000
224,"Trump’s Pandemic Tactics Hurt Cubans, Too",The New York Times,2020-04-17T09:00:24+0000
225,How to Save Black and Hispanic Lives in a Pandemic,The New York Times,2020-04-11T18:30:10+0000
226,"Ferdi German, M.T.A. Subway Car Inspector, Dies at 41",The New York Times,2020-04-17T16:30:30+0000
227,Mayor and Governor Disagree Over School Closure,The New York Times,2020-04-13T09:15:05+0000
228,Moored in a Fragile Paradise,The New York Times,2020-04-17T21:04:10+0000
229,"‘They’re Death Pits’: Virus Claims at Least 7,000 Lives in U.S. Nursing Homes",The New York Times,2020-04-17T19:03:40+0000
230,"‘They’re Death Pits’: Virus Claims at Least 7,000 Lives in U.S. Nursing Homes",The New York Times,2020-04-17T19:03:40+0000
231,A Tiny Hospital Struggles to Treat a Burst of Coronavirus Patients,The New York Times,2020-04-16T15:40:48+0000
232,70 Died at a Nursing Home As Body Bags Piled Up. This Is What Went Wrong.,The New York Times,2020-04-19T21:18:59+0000
233,Our Cruel Treatment of Animals Led to the Coronavirus,The New York Times,2020-04-13T19:00:09+0000
234,"New York Appears to Be ‘Past the Plateau’ of Virus Cases, Cuomo Says",The New York Times,2020-04-18T12:33:19+0000
235,The Economic Data Is About to Get Weird,The New York Times,2020-04-18T07:14:41+0000
236,Coronavirus Tests Science’s Need for Speed Limits,The New York Times,2020-04-14T14:51:16+0000
237,Coronavirus Halts Another U.K. Ritual: Birthday Gun Salute for Queen,The New York Times,2020-04-18T12:26:15+0000
238,How Does a New Yawker Tawk?,The New York Times,2020-04-16T09:00:16+0000
239,"‘People Would Be So Receptive Right Now, and We Can’t Knock on Doors.’",The New York Times,2020-04-19T09:00:09+0000
240,"‘People Would Be So Receptive Right Now, and We Can’t Knock on Doors.’",The New York Times,2020-04-19T09:00:09+0000
241,Officials Say C.D.C. Errors Caused Testing Delays,The New York Times,2020-04-18T09:09:29+0000
242,"Weekly Health Quiz: Coronavirus, Masks and Summer",The New York Times,2020-04-10T09:00:02+0000
243,What It Will Take to Reopen New York,The New York Times,2020-04-17T23:26:27+0000
244,Pope Delivers Easter Message From Closed St. Peter’s Basilica,Reuters,2020-04-12T19:18:58+0000
245,"We Left New York With Clothes, Our Cat and Three Bottles of Disinfectant",The New York Times,2020-04-11T00:18:33+0000
246,"Tokyo, in a State of Emergency, Yet Still Having Drinks at a Bar",The New York Times,2020-04-19T17:03:38+0000
247,That Face Shield Might Have Been Made in a Party Space,The New York Times,2020-04-19T09:00:15+0000
248,I Took the Antibody Test. And Yet.,The New York Times,2020-04-15T21:37:13+0000
249,How to Profit in a Stock Market Downturn,The New York Times,2020-04-16T11:00:07+0000
250,How to Profit in a Stock Market Downturn,The New York Times,2020-04-16T11:00:07+0000
251,To My Husband in Quarantine on Day 18,The New York Times,2020-04-13T09:00:09+0000
252,2 Art Gallery Shows to Explore From Home,The New York Times,2020-04-15T15:11:46+0000
253,Burning Man Falls Victim to Pandemic,The New York Times,2020-04-11T04:03:42+0000
254,"Flattening of Curve in N.Y. Continues, Cuomo Says",AP,2020-04-12T15:15:31+0000
255,Coronavirus Fears Terrify and Impoverish Migrants in the Persian Gulf,The New York Times,2020-04-13T14:02:42+0000
256,Looking for a Full Sports Calendar? Try Nicaragua,The New York Times,2020-04-14T09:00:43+0000
257,"‘Turn Around, Go Back’: Summer Islands Don’t Want Coronavirus, or You",The New York Times,2020-04-19T09:00:16+0000
258,The Supreme Court Will Hear Arguments by Phone. The Public Can Listen In.,The New York Times,2020-04-13T17:44:21+0000
259,"Please, Don’t Intentionally Infect Yourself. Signed, an Epidemiologist.",The New York Times,2020-04-08T19:00:51+0000
260,"Hailey Herrera, 25, Dies; Therapy Student Focused on Families",The New York Times,2020-04-15T21:29:25+0000
261,Who Owes You a Refund? Should You Even Ask?,The New York Times,2020-04-18T07:00:07+0000
262,Stigma Hampers Iraqi Efforts to Fight the Coronavirus,The New York Times,2020-04-14T05:00:09+0000
263,Coronavirus Briefing: What Happened Today,The New York Times,2020-04-15T23:41:46+0000
264,"For Charlie Kirk, Conservative Activist, the Virus Is a Cudgel",The New York Times,2020-04-19T09:00:07+0000
265,"Despite Qualms, Arthritis Drug Is to Be Tested in Coronavirus Study",The New York Times,2020-04-13T22:58:51+0000
266,A Father’s Impossible Promise,The New York Times,2020-04-18T15:20:06+0000
267,"The East Coast, Always in the Spotlight, Owes a Debt to the West",The New York Times,2020-04-13T07:00:10+0000
268,Protesting for the Right to Catch the Coronavirus,The New York Times,2020-04-19T19:00:08+0000
269,V.A. Health Care Workers Balk at Safety Practices,The New York Times,2020-04-15T22:35:20+0000
270,31 Deaths: Toll at Quebec Nursing Home in Pandemic Reflects Global Phenomenon,The New York Times,2020-04-16T19:03:03+0000
271,A Birthday Cake Mystery,The New York Times,2020-04-16T01:58:30+0000
