,headline,source,date
3262,this is a recipe for really bad things to happen in west virginia hospitals brace for an influx of older and sicker covid patients straining already limited rural resources,Wall Street Journal,2020-04-02
3263,thousands of health clinics serving the nations poorest residents face closure and cutbacks amid the sweeping coronavirus pandemic,USA Today,2020-04-02
3264,while most everyone in america is sheltering in place in fear of coronavirus some celebrities behind bars such bill cosby and r kelly are pressing to be released from lockups,USA Today,2020-04-02
3265,"most of the 5,000 crew members aboard a coronavirus-stricken navy ship will be allowed to disembark and quarantine in guam",Wall Street Journal,2020-04-02
3266,"president trump called for infrastructure investment to be a part of a fourth congressional coronavirus relief package, citing low interest rates",Wall Street Journal,2020-04-01
3267,watch live coverage of today's white house coronavirus briefing,Wall Street Journal,2020-04-01
3268,"from @wsjopinion: the coronavirus stimulus bill is the largest step toward a centrally planned economy that america has ever taken, write profs_ amit seru and @zingales",Wall Street Journal,2020-04-01
3269,us death toll from coronavirus surges past 3000,USA Today,2020-04-01
3270,the efforts are part of a girl scouts cookie care program that provides a safer way to order cookies for home delivery,USA Today,2020-04-01
3271,there are known health benefits to gardening and even if you dont have a spacious outdoor garden you can bring in the green by cultivating an indoor garden sometimes called a container garden,USA Today,2020-04-01
3272,farms and orchards across the u_s_ are scrambling to ensure a steady supply of workers and keep them healthy amid the coronavirus pandemic,Wall Street Journal,2020-04-01
3273,with millions of rent payments due on april 1 some states have issued eviction moratoriums meanwhile landlords are worried about their future,USA Today,2020-04-01
3274,top white house coronavirus advisers predict as many as 240000 us deaths from covid19,USA Today,2020-04-01
3275,"patients in the u_s_ with underlying health conditions are likely to be at higher risk of severe disease from the new coronavirus, the cdc reported",Wall Street Journal,2020-04-01
3276,shoppers are loading up on pasta rice bread and orange juice during the coronavirus pandemic causing a sharp rise in futures prices heres what were watching in the markets today with ahirtens wsjwhatsnowpictwittercomw4iglllh4r,Wall Street Journal,2020-04-01
3277,workers for whole foods are demanding improved workplace safety and benefits amid the coronavirus pandemic,USA Today,2020-04-01
3278,"china says it excluded asymptomatic carriers of the novel coronavirus from its tally, as questions emerge over its recording of cases",Wall Street Journal,2020-04-01
3279,as the situation around the world changes new words are entering dinner table conversations and social media feeds,USA Today,2020-04-01
3280,coronavirus has led to the temporary death of travel_ author paul theroux offers a few antidotes_,Wall Street Journal,2020-04-01
3281,taco bell  is giving away free nacho cheese doritos locos tacos on tuesday in the drivethrus of participating locations as part of its coronavirus response,USA Today,2020-04-01
3282,stay connected even when were all apart join our coronavirus watch facebook group here ,USA Today,2020-04-01
3283,"china says it excluded asymptomatic carriers of the novel coronavirus from its tally, as questions emerge over its recording of cases",Wall Street Journal,2020-04-01
3284,despite her covid19 health concerns elizabeth henriquez was sentenced via video to 7 months in prison for college admission scandal,USA Today,2020-04-01
3285,this is the kind of illness that knocks you down runs you over sits on your chest and never ever lets up writes usa today network reporter mike davis,USA Today,2020-04-01
3286,"as the coronavirus was emerging as an international concern, a u_s_ government agency sold 80 cases of protective masks that are now in high demand",Wall Street Journal,2020-04-01
3287,"a new survey finds widespread public support for aggressive measures like government cellphone tracking and mandatory health screenings in public places to curb the spread of coronavirus, which has infected more than 180,000 americans",Wall Street Journal,2020-04-01
3288,"with covid-19 forcing many restaurants to close, some in the industry are hoping sales of shirts and hats can provide a revenue stream",Wall Street Journal,2020-04-01
3289,"china says it excluded asymptomatic carriers of the novel coronavirus from its tally, as questions emerge over its recording of cases ",Wall Street Journal,2020-04-01
3290,dow caps its worstever first quarter with a 400point drop on tuesday hammered by the coronavirus pandemic,USA Today,2020-04-01
3291,parents are looking for silverlinings as they digin to this new norm working parenting and now teaching from home here are some of the biggest dos and donts from parents and experts worldwide,USA Today,2020-04-01
3292,maryland governor larry hogan said trumps was incorrect in saying coronavirus testing problems had been resolved,USA Today,2020-04-01
3293,"with saudi arabia preparing to flood oil markets, poorer opec countries are cutting spending even as they confront the coronavirus",Wall Street Journal,2020-04-01
3294,the coronavirus outbreak is ravaging nonprofit organizations finances threatening many of their usual revenue sources at a time when demand for their services is skyrocketing,Wall Street Journal,2020-04-01
3295,the us hit another grim milestone in the covid19 pandemic monday,USA Today,2020-04-01
3296,as the coronavirus continues to spread across the country advocates and civil rights groups are pushing to get local and federal lawmakers to focus attention on communities of color,USA Today,2020-04-01
3297,critics say home tests may be unreliable might delay necessary treatment and could soak up scarce resources proponents say they could in the near future play a critical role in tracking covid19,USA Today,2020-04-01
3298,"deal making, prone to unexpected twists and turns in the best of times, has been upended by the coronavirus pandemic",Wall Street Journal,2020-04-01
3299,neil degrasse tyson hopes that once the pandemic ebbs governments will be motivated to fund all areas of science because you never know what could lead to a worldchanging discovery,USA Today,2020-04-01
3300,some economists say an economy that was in good shape before the steep and sudden freefall can be jolted back to life while others say the comeback is likely to be far more halting,USA Today,2020-04-01
3301,its a devastating blow for nursing mothers and parents of very young or developmentally delayed children whose communication ability is limited already,USA Today,2020-04-01
3302,some workers may earn more money from unemployment benefits than what they earned before being laid off under the coronavirus stimulus package_ @geraldfseib explains why that is the case_,Wall Street Journal,2020-04-01
3303,the marked squares are designed to help meet social distancing requirements  said a spokesman with the city of las vegas,USA Today,2020-04-01
3304,the empire state building is commemorating doctors nurses and other medical employees by showing a flashing red light like an ambulance siren thats intended to resemble a heartbeat,USA Today,2020-04-01
3305,do you have to tell your boss if you get coronavirus chipcutter reports wsjwhatsnow ,Wall Street Journal,2020-04-01
3306,a 68bed emergency field hospital has been set up in new yorks central park,USA Today,2020-04-01
3307,deaths from coronavirus in the united states surged past 3100 early tuesday hours after president trump defended his decision to extend social distancing measures,USA Today,2020-04-01
3308,the procter  gamble factory in mehoopany pennsylvania has long been a key fixture of the rural community and it is meeting the high us demand of paper products,USA Today,2020-04-01
3309,we are writing to inform you that there is a suspected case of coronavirus in our community the text that splintered hundreds of new york families,Wall Street Journal,2020-04-01
3310,airlines that accepted coronavirus aid must keep flying domestically through sept 30,USA Today,2020-04-01
3311,cnn anchor chris cuomo the brother of ny gov andrew cuomo has tested positive for coronavirus,USA Today,2020-04-01
3312,"overwhelming demand, mass absences and a restive workforce_ amazon is struggling with its coronavirus response_",Wall Street Journal,2020-04-01
3313,from wsjopinion everyone is playing a part to fight the coronavirusbut none are more important than the nurses writes gungapaul,Wall Street Journal,2020-04-01
3314,he confessed only when his wife began to show symptoms of covid19 shortly after giving birth at the new york hospital,USA Today,2020-04-01
3315,"with the coronavirus pandemic bringing shelter-in-place orders, the real-estate industry has been compelled to find workarounds for every step of the homebuying process",Wall Street Journal,2020-04-01
3316,florida officials have arrested the pastor of a megachurch after detectives say he held two sunday services with hundreds of people,USA Today,2020-04-01
3317,"the federal government will this week release funds from a coronavirus stimulus package to boost jobless benefits, but how quickly those payments reach laid-off workers depends on overburdened state unemployment systems, labor secretary eugene scalia said",Wall Street Journal,2020-04-01
3318,finance teams face an unprecedented task during the coronavirus pandemic: closing their books while most or all of their staff and auditors work remotely,Wall Street Journal,2020-04-01
3319,"the coronavirus relief package expands unemployment-insurance programs across the country_ we answer questions on how to apply for benefits, layoffs versus furloughs and how the legislation changes who is eligible_",Wall Street Journal,2020-04-01
3320,two senior cadets have died by suspected suicide at the air force academy within days of each other unlike the army and navy the air force has kept cadets on campus since the coronavirus began,USA Today,2020-04-01
3321,"italy was the first western country to suffer a major coronavirus emergency, and countries around the world have emulated its response",Wall Street Journal,2020-04-01
3322,ideas have been circulating to resume play in leagues around the world in isolated areas but it overlooks the risk and mental toll it would put on athletes from nrarmour,USA Today,2020-04-01
3323,making it through coronavirus is hard for everyone its even tougher when youre divorced,Wall Street Journal,2020-04-01
3324,chinas ev startups once seemed unstoppable the coronavirus pandemic leaves many under pressure,Wall Street Journal,2020-04-01
3325,"u_s_ stocks ended their worst quarter since the 2008 financial crisis, pummeled by fallout from the coronavirus",Wall Street Journal,2020-04-01
3326,virginia maryland and washington dc on monday joined the fastgrowing list of jurisdictions mandating their residents to remain at home as much as possible,USA Today,2020-04-01
3327,the unemployment rate in the us amid the coronavirus outbreak could exceed the great depression,USA Today,2020-04-01
3328,johnson & johnson says human trials of a covid-19 vaccine could begin by september and the product could be ready early next year #wsjwhatsnowpic_twitter_com/7jpfbnbee9,Wall Street Journal,2020-04-01
3329,president donald trump said tuesday the next phase to revive the economy should include up to 2 trillion more for roads bridges and other forms of infrastructure,USA Today,2020-04-01
3330,during the nations struggle with the coronavirus the outlook for news organizations is precarious,USA Today,2020-04-01
3331,top student chamette kelly pulls allnighters on a borrowed laptop hoping her grades wont suffer during the coronavirus crisis,Wall Street Journal,2020-04-01
3332,treasury secretary steven mnuchin has become washingtons dealmaker in trying to keep the coronavirus crisis from throwing the us into the deepest downturn since the great depression,Wall Street Journal,2020-04-01
3333,a new jersey national guardsman is the first us service member to die of covid19,USA Today,2020-04-01
3334,facts fight fear join our reporters and experts live from across the country and the usa today network to talk about americas most urgent coronavirus questions ,USA Today,2020-04-01
3335,whats better than taco tuuuuesday free taco tuesday taco bell is giving away free doritos locos tacos at drivethrus of participating locations to give back during the coronavirus pandemic,USA Today,2020-04-01
3336,federal authorities are reviewing the stock sales of four lawmakers just before the market slide triggered by the coronavirus outbreak according to a person familiar with the matter,USA Today,2020-04-01
3337,rumors surrounding the origins of the novel coronavirus have swirled as it spreads around the globe,USA Today,2020-04-01
3338,for both republicans and democrats while the particulars are different the message is the same it could have been worse if the other side had gotten its way,USA Today,2020-04-01
3339,the usns comfort a navy hospital ship with 1000 beds and 12 operating rooms arrived in new york harbor monday,USA Today,2020-04-01
3340,doctors and nurses are coming out of retirement to help with the coronavirus crisis even though many are in a vulnerable age group,Wall Street Journal,2020-04-01
3341,"job hunting during the coronavirus pandemic: china's college grads face a ""cloud of smog""",Wall Street Journal,2020-04-01
3342,several disney executives will take pay cuts as the company works through challenges stemming from the coronavirus pandemic,Wall Street Journal,2020-04-01
3343,trailers and motor homes have joined the war against covid19,USA Today,2020-04-01
3344,you can read about more ways to help here,USA Today,2020-04-01
3345,,USA Today,2020-04-01
3346,dr james goodrich had developed a special method to separate twins conjoined at the skull,USA Today,2020-04-01
3347,as millions continue to social distance and shelter in place to contain the spread of coronavirus theres been a surge in demand for home essentials and cleaning products,USA Today,2020-04-01
3348,experts warned pranksters against crossing the line between humor and harm,USA Today,2020-04-01
3349,recovered from covid19 sean payton is waiting to see if he can give blood to help people suffering from the virus,USA Today,2020-04-01
3350,the new york city school districts crash course in remote learning amid the coronavirus pandemic has brought stress confusion and sometimes heartbreak along with gratitude for teachers on overdrive and moments of humor,Wall Street Journal,2020-04-01
3351,several primetime shows have hit recent ratings peaks as the majority of americans have been ordered to stay at home with little else to do apart from baking and playing favorite board games,USA Today,2020-04-01
3352,"gun stores are now considered essential businesses during coronavirus shutdowns, just like food and health care",Wall Street Journal,2020-03-31
3353,stuck on hold heres how companies are trying to address the influx of customer calls during the coronavirus pandemic,Wall Street Journal,2020-03-31
3354,the numbers have been incredible on testing trump said in the days ahead were going to go even faster on testing,USA Today,2020-03-31
3355,there could be a silver lining historians economists and writers say we as a nation can choose to seize this moment to create an even greater society better poised to protect its citizens from future crises,USA Today,2020-03-31
3356,youre stuck at home youve eaten all of your snacks  what are you to do now,USA Today,2020-03-31
3357,from @wsjopinion: measures developed for the plagues of the 14th century are helping authorities fight the coronavirus now says yale historian frank snowden,Wall Street Journal,2020-03-31
3358,a growing number of americans are losing their jobsand their health insuranceat a time when coronavirus infections are surging here are some options for getting healthinsurance coverage,Wall Street Journal,2020-03-31
3359,"in a brash overnight robbery, thieves stole a painting by vincent van gogh from a dutch museum that has been closed during the coronavirus outbreak",Wall Street Journal,2020-03-31
3360,penicillin manufacturing in world war ii shows that to have enough medical equipment and save the most lives the us government needs to take the lead says peterubel in usatodayopinion,USA Today,2020-03-31
3361,costco is the latest to cut store hours in response to covid19 which also has led dozens of retailers to temporarily close,USA Today,2020-03-31
3362,update president donald trump has decided against imposing a quarantine on new york as the state battles the spread of the deadly coronavirus,USA Today,2020-03-31
3363,there is no evidence to suggest that the virus was created in a chinese laboratory,USA Today,2020-03-31
3364,the virus is an equal opportunity crisis  but the impact and the burden of it is not going to be shared equally  said public health expert dr ashwin vasan,USA Today,2020-03-31
3365,"as other sports face still incalculable losses due to the novel coronavirus, nfl teams opened their wallets and spent unlike ever before",Wall Street Journal,2020-03-31
3366,after the new york times reported  that multiple liberty students had gotten sick after returning to campus the virginia university pushed back labeling the report as false,USA Today,2020-03-31
3367,the boy who thought he wouldnt have a birthday celebration was jumping up and down about as happy as a kid can be fire chief bruce mcdonald said ,USA Today,2020-03-31
3368,"as the coronavirus was emerging as an international concern, a u_s_ government agency sold 80 cases of protective masks that are now in high demand",Wall Street Journal,2020-03-31
3369,the 73yearold professor is not the fastest rapper but his rhymes mostly work and his students seem to appreciate the lengths he is willing to get a laugh,USA Today,2020-03-31
3370,brad paisley trace adkins charlie daniels and other country stars paid tribute to joe diffie,USA Today,2020-03-31
3371,shopkeepers in wuhan were reopening monday but customers were scarce,USA Today,2020-03-31
3372,wimbledon has not been canceled since world war ii,USA Today,2020-03-31
3373,from wsjopinion private innovation is the worlds best hope to combat the coronavirus cuttingedge diagnostic tests and treatments are advancing and government should encourage the trend,Wall Street Journal,2020-03-31
3374,as covid19 spreads you might be wondering what you can do for those affected by the pandemic one way to help is to donate blood ,Wall Street Journal,2020-03-31
3375,prince charles is out of selfisolation after testing positive for coronavirus,USA Today,2020-03-31
3376,in just one day the us death total doubled and as of early monday stood at 2513 with more than 143000 confirmed covid19 cases according to the johns hopkins university data dashboard,USA Today,2020-03-31
3377,the peak in death rate is likely to hit in two weeks trump said nothing would be worse than declaring victory before the victory is won,USA Today,2020-03-31
3378,"scams linked to the coronavirus pandemic are spreading, promising fake cures, soliciting donations and selling key items at jacked-up prices",Wall Street Journal,2020-03-31
3379,the dinner reservation platform opentable is launching a tool to help grocery stores and restaurants mitigate long lines and overcrowding in the age of coronavirus,USA Today,2020-03-31
3380,the sports industry was on a winning streak_ then coronavirus called an indefinite time out_ now players and fans are asking: what is the future of sports? ,Wall Street Journal,2020-03-31
3381,we werent expecting it to be ground zero in days the coronavirus spread from a bronx campus to area synagogues isolating a closeknit new york community,Wall Street Journal,2020-03-31
3382,it felt like walking a plank women are giving birth without their partners as hospitals limit access to prevent coronavirus infections,Wall Street Journal,2020-03-31
3383,"with daily new coronavirus infections a fraction of what they were just a few weeks ago, south korea is planning a path to normalcy",Wall Street Journal,2020-03-31
3384,"peg broadbent, the 56-year-old chief financial officer of investment bank jefferies, has died from the coronavirus",Wall Street Journal,2020-03-31
3385,the coronavirus pandemic is reshaping the job market as some sectors shut down and others see a surge in demand its forcing the fastest reallocation of labor since world war ii  wsjwhatsnowpictwittercomjcosvvmkyx,Wall Street Journal,2020-03-31
3386,an estimated 27000 daca recipients working as doctors nurses paramedics and other health care workers amid the coronavirus pandemic,USA Today,2020-03-31
3387,almost nine in 10 new yorkers approve of gov andrew cuomos handling of the coronavirus crisis,Wall Street Journal,2020-03-31
3388,public-health officials say early and aggressive statewide lockdowns are necessary to curb the coronavirus_ florida gov_ ron desantis disagrees_,Wall Street Journal,2020-03-31
3389,"with the state capitol closed due to coronavirus, advocates warn of ""a black hole of information"" as state leaders try to reach a budget deal",Wall Street Journal,2020-03-31
3390,federal officials have promised to ease restrictions on a technology used to clean and reuse masks ohio gov mike dewine said ,USA Today,2020-03-31
3391,many americans feel compelled to help out a time when the nation is facing an unprecedented crisis despite putting themselves at risk,USA Today,2020-03-31
3392,the federal reserve has moved faster and farther than ever to try to stem the economic damage from the coronavirus pandemic,Wall Street Journal,2020-03-31
3393,johnson  johnson said that it had made progress on a vaccine toprevent covid19 and that the product could be ready in early 2021,Wall Street Journal,2020-03-31
3394,several groups of workers considered essential during the coronavirus crisis say they are planning work stoppages as ways to get improved safety measures and paid leave,USA Today,2020-03-31
3395,in their line of work they might be the last pockets of people that are still unaware of coronavirus,USA Today,2020-03-31
3396,"the tokyo olympics will open july 23, 2021, the local organizing committee said, following a one-year delay forced by the coronavirus pandemic",Wall Street Journal,2020-03-31
3397,some workers at instacart and whole foods are raising the pressure on these companies to provide more pay and safety protections in the covid-19 pandemic,Wall Street Journal,2020-03-31
3398,tv has been my refuge from the hard parts of my life and the world but at a time of unprecedented societal upheaval and terror amid the coronavirus pandemic i am not so alone in keeping my eyes glued to the small screen writes our tv critic klawls,USA Today,2020-03-31
3399,wiping surfaces frequent handwashing and avoiding the face is crucial,USA Today,2020-03-31
3400,facebook pledges 100 million in grant money and ad spending to help news outlets weather the financial blow of the coronavirus,Wall Street Journal,2020-03-31
3401,"restaurants, bars and small businesses across the country are closing due to the coronavirus pandemic_ we are asking our readers to join us in supporting the local businesses that our communities rely on_",USA Today,2020-03-31
3402,treasury secretary steven mnuchin said he expects details will be released later monday on how small businesses disrupted by the coronavirus pandemic can tap a new loan program likely as soon as friday,Wall Street Journal,2020-03-31
3403,passengers on holland americas ms zaandam and ms rotterdam may soon be home,USA Today,2020-03-31
3404,"welcome to sweden, the last holdout among the small number of western countries to have taken a radically different approach to the coronavirus pandemic",Wall Street Journal,2020-03-31
3405,we werent expecting it to be ground zero in days the coronavirus spread from a bronx campus to area synagogues isolating a closeknit new york community ,Wall Street Journal,2020-03-31
3406,as coronavirus spreads trash haulers gird for a potential rise in infectious waste and grapple with concerns about workers exposure,Wall Street Journal,2020-03-31
3407,imagine the potential psychological and human toll if this shutdown continues indefinitely writes sen johnson for usatodayopinion,USA Today,2020-03-31
3408,while the ultraorthodox make up about 10 of israels population ultraorthodox patients account for 50 of those hospitalized with covid19,Wall Street Journal,2020-03-31
3409,the beloved sesame street muppets are featured in some of four new animated public service spots reminding young fans to take care while doing such things as washing hands and sneezing,USA Today,2020-03-31
3410,local businesses are key to small banks_ small banks are key to local businesses_ both are bracing for a downturn as coronavirus spreads_,Wall Street Journal,2020-03-31
3411,this is everybodys highest priority right now typical supercomputing research projects related to predicting hurricanes and earthquakes are running more slowly in order to prioritize covid19 projects,Wall Street Journal,2020-03-31
3412,the claim that sunlight can kill covid19 has been shared widely on the internet but it holds little truth,USA Today,2020-03-31
3413,experts warn that in the age of social media harmful rhetoric misinformation and conspiracy theories can spread faster than the virus,USA Today,2020-03-31
3414,firefighters and first aiders made a big save sunday rescuing a new jersey boys birthday party,USA Today,2020-03-31
3415,"fashion designer zac posen monitors his news intake and works in his garden to relieve stress in these uncertain times; let go of the eight-hour workday; and more advice on health, family and helping others during the age of covid-19",Wall Street Journal,2020-03-31
3416,new rules for socializing during coronavirus byob stay waaaay over there on the sidewalk pick a coronavirus buddy,Wall Street Journal,2020-03-31
3417,a case of mild covid19 includes a fever and cough more severe than the seasonal flu but does not require hospitalization,USA Today,2020-03-31
3418,president donald trump announced on sunday that the white house would be extending its social distancing guidelines through april 30,USA Today,2020-03-31
3419,us stock futures wobble and oil drops sharply as investors grapple with the coronaviruss mounting economic toll,Wall Street Journal,2020-03-31
3420,anthony fauci director of the national institute of allergy and infectious diseases projected millions of americans will contract covid19 and between 100000 and 200000 people could succumb to it,USA Today,2020-03-31
3421,"""oh my god, what have i done_"" a packed new york celebration unexpectedly exposed guests to the coronavirus_",Wall Street Journal,2020-03-31
3422,get daily coronavirus updates in your inbox by signing up for our coronavirus watch newsletter here ,USA Today,2020-03-31
3423,"the justice department is investigating lawmakers for possible insider trading based on confidential briefings ahead of the coronavirus pandemic, a person familiar with the matter said",Wall Street Journal,2020-03-31
3424,amazon employees at a new york city warehouse are planning to walk off the job as a growing number of workers demand better pay and protections in the midst of the covid19 pandemic,USA Today,2020-03-31
3425,1 find a stuffed animal in your house 2 place it in a window facing the street 3 wait for kids in your neighborhood to spot it ,USA Today,2020-03-31
3426,ohio gov mike dewine said federal officials have promised to ease restrictions on a technology to clean and reuse the masks deemed the safest for healthcare workers and first responders in the coronavirus outbreak,USA Today,2020-03-31
3427,with gyms and fitness studios closed across the country due to the coronavirus outbreak people are turning to athome workouts to stay healthy and active,USA Today,2020-03-31
3428,the sports industry was on a winning streak_ then coronavirus called an indefinite time out_ now players and fans are asking: what is the future of sports?,Wall Street Journal,2020-03-31
3429,it felt like walking a plank women are giving birth without their partners as hospitals limit access to prevent coronavirus infections,Wall Street Journal,2020-03-31
3430,in their line of work they might be the last pockets of people that are still blissfully unaware of coronavirus,USA Today,2020-03-31
3431,federal officials have promised to ease restrictions on a technology used to clean and reuse masks ohio gov mike dewine said,USA Today,2020-03-31
3432,the boy who thought he wouldnt have a birthday celebration was jumping up and down about as happy as a kid can be fire chief bruce mcdonald said,USA Today,2020-03-31
3433,we wont let it deter us inside general motors effort to build ventilators to fight the coronavirus which has drawn criticism from president trump,Wall Street Journal,2020-03-31
3434,there has been a steep selloff this year as the coronavirus pandemic rages on but so far the trump administration has resisted calls to close the stock market heres what were watching in the markets today with jimwillhite wsjwhatsnowpictwittercomclkbuaahyw,Wall Street Journal,2020-03-31
3435,the 33 gallatin center for rehabilitation and healing staff members also tested positive for the coronavirus and are isolating at home,USA Today,2020-03-31
3436,posts on facebook claim the house of representatives gave itself a pay raise in the covid19 relief package we rate those claims as false ,USA Today,2020-03-31
3437,we thought the chaos and confusion of last years tax season was long behind us,USA Today,2020-03-31
3438,china scrambles to keep biggest graduating class in years occupied in coronavirus-hit economy,Wall Street Journal,2020-03-31
3439,as tom hanks and rita wilson are on the mend from a battle with the novel coronavirus wilson is calling herself a covid19 survivor,USA Today,2020-03-31
3440,from @wsjopinion: some good news: the data supporting a new treatment for covid-19 continue to mount_ it would be irresponsible not to pursue this option aggressively writes @drjeffcolyer_,Wall Street Journal,2020-03-31
3441,shopkeepers in wuhan were reopening monday but customers were scarce ,USA Today,2020-03-31
3442,coronavirus is spreading rapidly in african countries that have fewer means to fight it than developed nations we explains the continents unique vulnerabilities to the virus,Wall Street Journal,2020-03-31
3443,hungarys parliament gave prime minister viktor orbn the right to rule by decree until his government decides the coronavirus crisis has ended defying criticism from the european union,Wall Street Journal,2020-03-31
3444,gov larry hogan said monday that he hoped the arrest last week of a man who violated his order against gatherings of 10 or more people would make it clear that he intends to enforce the measures aimed at slowing the spread of the coronavirus,USA Today,2020-03-31
3445,four elderly passengers on the ship died though the causes of death have not been disclosed,USA Today,2020-03-31
3446,the chief financial officer of jefferies group has died due to complications linked to the coronavirus the company announced he was 56,USA Today,2020-03-31
3447,"from @wsjopinion: rapid diagnosis, targeted surveillance and more lab supplies will help beat back the coronavirus and end the lockdowns, write @scottgottliebmd and @laurenrsilvis",Wall Street Journal,2020-03-31
3448,no one wants to play games without the fans the sports industry is facing a reckoning in the age of the coronavirus,Wall Street Journal,2020-03-31
3449,one of the reasons why hes successful is because weve helped make him successful trump said about new york gov andrew cuomo hes gotten good marks but ive gotten great marks,USA Today,2020-03-31
3450,be prepared for unsettling news when companies start reporting how much money they made  or lost  in the first three months of 2020,USA Today,2020-03-31
3451,"australian universities are beginning to retrench in expectation of a shortfall of student applicants, after travel bans imposed to fight coronavirus cut a lucrative source of revenues from foreign students in china and india",Wall Street Journal,2020-03-31
3452,does my employer have to tell me if a coworker contracts coronavirus chipcutter reports wsjwhatsnow ,Wall Street Journal,2020-03-31
3453,government officials are using location data from cellphones to understand peoples movements amid the coronavirus pandemic and how they may be affecting the spread of the disease,Wall Street Journal,2020-03-31
3454,"china gets back to work while u_s_ extends shutdowns, as confirmed coronavirus cases rise to more than 724,000 globally",Wall Street Journal,2020-03-31
3455,the coronavirus has pushed governments into uncharted territory in attempting to protect the economy_ a lot could go wrong_,Wall Street Journal,2020-03-31
3456,us intelligence agencies started warning the trump administration in january about the coronavirus outbreak we need a new agenda for this new world write usatodayopinion contributors john d negroponte and edward m wittenstein,USA Today,2020-03-31
3457,the cdc issued a request asking residents of ny nj and connecticut to curtail nonessential travel in order to help limit the spread of the coronavirus,USA Today,2020-03-31
3458,a dutch museum says that a painting by vincent van gogh was stolen in a raid overnight,USA Today,2020-03-31
3459,in their line of work they might be the last pockets of people that are still blissfully unaware of coronavirus ,USA Today,2020-03-31
3460,when a security guard took the reins of a cowboy museums social media accounts amid a coronavirus shutdown an internet sensation was born,Wall Street Journal,2020-03-31
3461,many americans can expect some financial help from the government as part of the economic relief package due to the coronavirus it is more complicated for one group of taxpayers immigrants here is a brief explanation of who is and isnt eligible,Wall Street Journal,2020-03-31
3462,the department considers one support person essential to patient care throughout labor delivery and the immediate postpartum period the statement read,USA Today,2020-03-31
3463,sometimes you got to step back and just take an extra breath she said so many things are just reminding us to really love on each other and be good to each other and be good to ourselves,USA Today,2020-03-30
3464,how can we flatten the curve researchers evaluated two strategies mitigation focused on slowing but not stopping the coronaviruss spread and suppression aimed at reducing the number of cases,Wall Street Journal,2020-03-30
3465,as new jersey doctors and nurses tended to a busy emergency room a man stood outside with a sign saying thank you all in emergency for saving my wifes life i love you all,USA Today,2020-03-30
3466,president trump says coronavirus social distancing guidelines will be extended until april 30,USA Today,2020-03-30
3467,ohio had yet to report a single case of covid-19 in early march when gov_ mike dewine faced a wrenching decision,Wall Street Journal,2020-03-30
3468,have you been stuck on hold for an hour or more heres how companies are trying to address the influx of customer calls during the coronavirus pandemic,Wall Street Journal,2020-03-30
3469,"believers of different faiths are adapting their practices to combat the coronavirus pandemic, in some cases going to the limits of what tradition and teaching allow",Wall Street Journal,2020-03-30
3470,think of all the germs and grime your suitcase picks up as you roll it through the airport or put it in overhead compartments and baggage claim,USA Today,2020-03-30
3471,cbs news is mourning the loss of longtime journalist maria mercader who died sunday after a battle with coronavirus,USA Today,2020-03-30
3472,florida gov ron desantis and public health officials are in a race to control the spread of the virus in the state before it overwhelms the ability of hospitals and health care professionals to deliver care,USA Today,2020-03-30
3473,congress and the white house are boosting the federal reserves ability to mount an economic response to the coronavirus,Wall Street Journal,2020-03-30
3474,coronavirus live updates a hospital ship was racing for new yorks harbor sunday as federal health officials issued a travel advisory for the region and the us death toll from the pandemic climbed above 2000,USA Today,2020-03-30
3475,the us counted more than 124000 cases of coronavirus early sunday with almost 2200 deaths according to the johns hopkins university data dashboard more confirmations are expected as the us ramps up testing,USA Today,2020-03-30
3476,china reopened domestic flights in hubei though they remain suspended in the capital wuhan where the worlds first coronavirus cases were reported last year,Wall Street Journal,2020-03-30
3477,"days after india declared a nationwide lockdown to slow the spread of the coronavirus, out-of-work migrant laborers began walking to homes sometimes hundreds of miles away and jammed together waiting for rides in packed buses",Wall Street Journal,2020-03-30
3478,"the top u_s_ infectious disease official warned that up to 200,000 americans could die from coronavirus",Wall Street Journal,2020-03-30
3479,grammy award winner joe diffie died sunday from coronavirus complications he was 61,USA Today,2020-03-30
3480,fiftytsa screening officersand 19 additional tsa employees across the united states have tested positive for coronavirus in the last two weeks the agency announced,USA Today,2020-03-30
3481,as the nation makes drastic changes to everyday life to slow the spread of thecoronavirus many national and state parks are closing to the public,USA Today,2020-03-30
3482,the us counted more than 124000 cases of coronavirus early sunday with almost 2200 deaths according to the johns hopkins university data dashboard more confirmations are expected as the us ramps up testing ,USA Today,2020-03-30
3483,anthony fauci predicted 100000 to 200000 people could die from coronavirus before the crisis is over,USA Today,2020-03-30
3484,coronavirus live updates a hospital ship was racing for new yorks harbor sunday as federal health officials issued a travel advisory for the region and the us death toll from the pandemic climbed above 2000 ,USA Today,2020-03-30
3485,theres evidence of a rallyeffect a kind of rallyaround the flagsaidjeffrey jones senior editor for the gallup poll which is a pretty reliable historical pattern that weve seen in presidential approval historically,USA Today,2020-03-30
3486,"the novel coronavirus has already upended american life_ leading figures from the worlds of technology, business, medicine, education, politics and the arts look ahead to the changes that will shape our future_",Wall Street Journal,2020-03-30
3487,happy reading,USA Today,2020-03-30
3488,8 pay it forward kindness can be demonstrated in the smallest ways,USA Today,2020-03-30
3489,instead of going to seven or eight stores they can choose one or two stores and get their items,USA Today,2020-03-30
